"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"25EXC-04298","IRIS AVE","MAYFAIR DR","EUCLID AVE","Excavation","Pacific Gas & Electric","5102920681","47067112 - 59 Iris Ave - FIG - gas","08/29/2025","ACTIVE","7274000","94118","10/01/2025","11/27/2025",,"800-pge-5000","Gabriel Howell",,"5997610.442","2114179.707","37.78499659026","-122.45201120352",,"POINT (-122.45201120351616 37.784996590257535)","POINT (-122.452011204 37.78499659)","Presidio Heights","2","2025/09/30 04:15:17 AM","2025/10/01 05:21:39 AM"
"25EXC-04306","EVERGLADE DR","CONSTANSO WAY \ SLOAT BLVD","EMERALD LN","Excavation","Pacific Gas & Electric","5102920681","32 Everglade Dr- 35643308","08/29/2025","ACTIVE","5348000","94132","10/02/2025","11/30/2025",,"800-pge-5000","Don Doan",,"5986523.294","2095741.096","37.73372793473","-122.48901270898",,"POINT (-122.48901270898449 37.73372793472892)","POINT (-122.489012709 37.733727935)","Sunset/Parkside","4","2025/10/07 04:16:54 AM","2025/10/08 05:18:10 AM"
"18WR-0384","17TH ST","MISSION ST",,"Wireless","Pacific Bell Telephone Company","650-991-4094",,"06/11/2019","APPROVED","24165000","94110","06/11/2019","03/31/2030","2100 MISSION ST","Refer to Agent",,,"6006819.12132","2106128.74249","37.76341371979","-122.41958063079",,"POINT (-122.41958063078695 37.76341371978515)","POINT (-122.419580631 37.76341372)","Mission","9","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"25EXC-04312","36TH AVE","ANZA ST",,"Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","27884000","0","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984734.42677","2111767.79904","37.77762823372","-122.49637941894",,"POINT (-122.49637941893525 37.77762823372235)","POINT (-122.496379419 37.777628234)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04296","GREENWICH ST","LEAVENWORTH ST","GREENWICH ST","Excavation","Pacific Gas & Electric","5102920681","35328102 - N/E HYDE & GREENWICH SW. VLT. 286","08/29/2025","APPROVED","6504000","94109","10/06/2025","11/03/2025",,"800-pge-5000",,,"6007489.73997","2119881.11389","37.80121215327","-122.41823626271",,"POINT (-122.41823626270701 37.80121215326782)","POINT (-122.418236263 37.801212153)","Russian Hill","3","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"25EXC-04296","HYDE ST","GREENWICH ST","LOMBARD ST","Excavation","Pacific Gas & Electric","5102920681","35328102 - N/E HYDE & GREENWICH SW. VLT. 286","08/29/2025","APPROVED","7144000","94109","10/06/2025","11/03/2025",,"800-pge-5000",,,"6007121.37338","2120003.89034","37.80152852481","-122.41951969037",,"POINT (-122.41951969037122 37.801528524808184)","POINT (-122.41951969 37.801528525)","Russian Hill","3","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"25EXC-04308","SCOTT ST","DUBOCE AVE","LLOYD ST","Excavation","Pacific Gas & Electric","5102920681","47238909 - SCOTT & DUBOCE AVE - FIF gas","08/29/2025","ACTIVE","11681000","94117","09/23/2025","11/19/2025",,"800-pge-5000","Kevin Johnson Jr.",,"6002416.5815","2108438.24617","37.76950608219","-122.4349727531",,"POINT (-122.43497275309615 37.76950608218667)","POINT (-122.434972753 37.769506082)","Haight Ashbury","8","2025/10/01 04:46:59 AM","2025/10/02 05:13:25 AM"
"25EXC-04307","BALBOA ST","19TH AVE","20TH AVE","Excavation","Pacific Gas & Electric","5102920681","1825 Balboa St- 35663411","08/29/2025","APPROVED","2664000","94121","10/07/2025","12/05/2025",,"800-pge-5000","Gabriel Howell",,"5989872.30034","2111273.54032","37.77657077867","-122.47856981738",,"POINT (-122.47856981738487 37.77657077867415)","POINT (-122.478569817 37.776570779)","Outer Richmond","1","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"24IE-00460","FRIDA KAHLO WAY","GENEVA AVE \ OCEAN AVE","JUDSON AVE","StrtImprov","BKF Engineers",,"To construction Phase 1 Improvements for Balboa Reservoir from Plans dated 5/30/2025 submitted by BKF Engineering.","10/07/2025","APPROVED","10390000","94112","10/01/2025","12/31/2028",,"(650) 482-6300",,,"5997059.56","2092592.842","37.72569290117","-122.45235881231",,"POINT (-122.4523588123125 37.72569290116674)","POINT (-122.452358812 37.725692901)","West of Twin Peaks","7","2025/10/08 04:22:08 AM","2025/10/09 05:14:38 AM"
"25EXC-04316","CAPISTRANO AVE","SANTA ROSA AVE","SANTA YSABEL AVE","Excavation","Pacific Gas & Electric","5102920681","47238912 -Capistrano Ave at Santa Rosa - FIF - gas","09/02/2025","ACTIVE","3655000","94112","09/22/2025","11/18/2025",,"800-pge-5000","Don Doan",,"6001136.227","2093128.017","37.72739507971","-122.43830444584",,"POINT (-122.43830444584235 37.72739507970971)","POINT (-122.438304446 37.72739508)","Outer Mission","11","2025/09/30 04:15:17 AM","2025/10/01 05:21:39 AM"
"25SSP-00043","18TH ST","OAKWOOD ST","DOLORES ST","StreetSpace","MF CONSTRUCTION","415-255-5709",,"09/08/2025","APPROVED","886000","94110","09/08/2025","11/08/2025","3690 18TH ST","415 994 0314",,,"6005405.41186","2105565.55526","37.76178760806","-122.42443013888",,"POINT (-122.42443013887821 37.76178760806424)","POINT (-122.424430139 37.761787608)","Mission","8","2025/09/09 04:14:08 AM","2025/09/10 05:16:34 AM"
"25ADS-00045","ELWOOD ST","MASON ST","OFARRELL ST","AddlStSpac","Plant Construction Company","(415)285-0500","To occupy a portion of Elwood Aly","10/14/2025","APPROVED","5222000","94102","10/10/2025","12/10/2025","312 MASON ST","415.285.0500",,,"6009880.49531","2114470.29764","37.78648964824","-122.40958105947","202502110074","POINT (-122.4095810594697 37.78648964824484)","POINT (-122.409581059 37.786489648)","Tenderloin","3","2025/10/15 04:48:00 AM","2025/10/16 05:14:29 AM"
"25EXC-04305","40TH AVE","GEARY BLVD","ANZA ST","Excavation","Pacific Gas & Electric","5102920681","47124903 - 577 40th Ave. at Anza -FIP gas","08/29/2025","APPROVED","1885000","94121","09/15/2025","11/11/2025",,"800-pge-5000","Gabriel Howell",,"5983482.94385","2112072.9663","37.77839274157","-122.50073122447",,"POINT (-122.50073122446568 37.77839274156511)","POINT (-122.500731224 37.778392742)","Outer Richmond","1","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"25EXC-04131","LOMBARD ST","VAN NESS AVE","FRANKLIN ST","Excavation","Pacific Gas & Electric","5102920681","47126957 - 1450 Lombard - Caltrans permit in hand","08/20/2025","ACTIVE","8453101","94123","09/02/2025","10/29/2025",,"800-pge-5000","Alastair Johns",,"6005433.861","2119895.887","37.80113679392","-122.42535156183",,"POINT (-122.42535156182754 37.80113679392225)","POINT (-122.425351562 37.801136794)","Marina","2","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"25EXC-04312","CABRILLO ST","16TH AVE","17TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","3483000","94118","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990827.44825","2110627.48028","37.77485228302","-122.47521854166",,"POINT (-122.47521854165555 37.77485228302222)","POINT (-122.475218542 37.774852283)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","17TH AVE","CABRILLO ST",,"Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","27457000","0","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990673.41273","2110621.8899","37.77482800425","-122.47575096885",,"POINT (-122.47575096885006 37.77482800425444)","POINT (-122.475750969 37.774828004)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-02469","BUCHANAN ST","EDDY ST",,"Excavation","McGuire and Hester","510-519-4872","Buchanan Street Mall Renovation","09/02/2025","APPROVED","26509000","94102","06/27/2025","07/31/2026","871 BUCHANAN ST","844-997-7233","Connor O'Brien",,"6004371.2947583962","2111484.2005867166","37.77798033645","-122.42842861037",,"POINT (-122.428428610369 37.777980336448)","POINT (-122.42842861 37.777980336)","Hayes Valley","5","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25EXC-04312","ANZA ST","35TH AVE","36TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2351000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984889.05349","2111773.33123","37.77765248054","-122.4958449289",,"POINT (-122.49584492889743 37.77765248053974)","POINT (-122.495844929 37.777652481)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","17TH AVE","BALBOA ST","CABRILLO ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","755000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990660.74367","2110961.76822","37.77576048243","-122.47581961901",,"POINT (-122.47581961900664 37.77576048242739)","POINT (-122.475819619 37.775760482)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-02469","MCALLISTER ST","LAGUNA ST","BUCHANAN ST","Excavation","McGuire and Hester","510-519-4872","Buchanan Street Mall Renovation","09/02/2025","APPROVED","8898001","94102","06/27/2025","07/31/2026","871 BUCHANAN ST","844-997-7233","Connor O'Brien",,"6004371.2947583962","2111484.2005867166","37.77798033645","-122.42842861037",,"POINT (-122.428428610369 37.777980336448)","POINT (-122.42842861 37.777980336)","Hayes Valley","5","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25EXC-04312","ANZA ST","36TH AVE","37TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2352000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984578.91346","2111762.21731","37.77760379657","-122.4969169718",,"POINT (-122.49691697179722 37.7776037965653)","POINT (-122.496916972 37.777603797)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25SSP-00042","PARNASSUS AVE","MEDICAL CENTER WAY","HILLWAY AVE","StreetSpace","Herrero Boldt Webcor","415 840 5262",,"09/02/2025","APPROVED","10292002","94122","09/03/2025","03/03/2026","401 PARNASSUS AVE","510-679-4251","O'Brian Buchanan",,"5996080.77888434","2106473.30254544","37.76374907338","-122.45674577908",,"POINT (-122.4567457790777 37.76374907337545)","POINT (-122.456745779 37.763749073)","Inner Sunset","7","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25EXC-04320","TIOGA AVE","ALPHA ST","RUTLAND ST","Excavation","Pacific Gas & Electric","5102920681","47234999 - 64 TIOGA BLVD - FHE","09/02/2025","APPROVED","12617000","94134","10/01/2025","11/27/2025",,"800-pge-5000","Jeffrey Ramirez",,"6010950.388","2088812.801","37.71609970579","-122.40407313907",,"POINT (-122.40407313906705 37.71609970579443)","POINT (-122.404073139 37.716099706)","Visitacion Valley","10","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25EXC-02469","BUCHANAN ST","TURK ST",,"Excavation","McGuire and Hester","510-519-4872","Buchanan Street Mall Renovation","09/02/2025","APPROVED","54063000","94102","06/27/2025","07/31/2026","871 BUCHANAN ST","844-997-7233","Connor O'Brien",,"6004371.2947583962","2111484.2005867166","37.77798033645","-122.42842861037",,"POINT (-122.428428610369 37.777980336448)","POINT (-122.42842861 37.777980336)","Hayes Valley","5","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25SSP-00042","PARNASSUS AVE","HILLWAY AVE","03RD AVE","StreetSpace","Herrero Boldt Webcor","415 840 5262",,"09/02/2025","APPROVED","10293000","94122","09/03/2025","03/03/2026","401 PARNASSUS AVE","510-679-4251","O'Brian Buchanan",,"5996080.77888434","2106473.30254544","37.76374907338","-122.45674577908",,"POINT (-122.4567457790777 37.76374907337545)","POINT (-122.456745779 37.763749073)","Inner Sunset","7","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25EXC-02469","BUCHANAN ST","LARCH ST","EDDY ST","Excavation","McGuire and Hester","510-519-4872","Buchanan Street Mall Renovation","09/02/2025","APPROVED","3334000","94102","06/27/2025","07/31/2026","871 BUCHANAN ST","844-997-7233","Connor O'Brien",,"6004371.2947583962","2111484.2005867166","37.77798033645","-122.42842861037",,"POINT (-122.428428610369 37.777980336448)","POINT (-122.42842861 37.777980336)","Hayes Valley","5","2025/09/03 04:04:32 AM","2025/09/04 05:18:37 AM"
"25EXC-04312","17TH AVE","FULTON ST",,"Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","27456000","0","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990698.7597","2109941.89607","37.77296239644","-122.47561362594",,"POINT (-122.47561362594094 37.772962396440086)","POINT (-122.475613626 37.772962396)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"23PKT-00113","CLAY ST","GOLDBERG LN","FILLMORE ST","Parklet","Palmer's Tavern","(415) 509-8194","PRE-APPROVAL FOR LEGISLATED PROGRAM: Shared Spaces Fixed Commercial Parklet occupying approximately 45 linear feet in the roadway at 2298 FILLMORE ST, on SOUTH side of CLAY ST, from 7 feet to 52 feet EAST of FILLMORE ST. Times of operation: Monday, Tuesday, Wednesday, Thursday, Sunday between the hours of 11:00 AM and 11:00 PM, and Friday, Saturday between the hours of 11:00 AM and 12:00 AM (midnight).","09/03/2025","APPROVED","4111000","94115","05/09/2025","11/15/2025","2298 FILLMORE ST","Refer to Agent",,,"6002850.07609","2116111.85864","37.79060050263","-122.43402192149",,"POINT (-122.43402192148845 37.790600502625416)","POINT (-122.434021921 37.790600503)","Pacific Heights","2","2025/09/30 04:15:17 AM","2025/10/01 05:21:39 AM"
"23PKT-00113","FILLMORE ST","SACRAMENTO ST","CLAY ST","Parklet","Palmer's Tavern","(415) 509-8194","PRE-APPROVAL FOR LEGISLATED PROGRAM: Shared Spaces Fixed Commercial Parklet occupying approximately 45 linear feet in the roadway at 2298 FILLMORE ST, on SOUTH side of CLAY ST, from 7 feet to 52 feet EAST of FILLMORE ST. Times of operation: Monday, Tuesday, Wednesday, Thursday, Sunday between the hours of 11:00 AM and 11:00 PM, and Friday, Saturday between the hours of 11:00 AM and 12:00 AM (midnight).","09/03/2025","APPROVED","5554000","94115","05/09/2025","11/15/2025","2298 FILLMORE ST","Refer to Agent",,,"6002850.07609","2116111.85864","37.79060050263","-122.43402192149",,"POINT (-122.43402192148845 37.790600502625416)","POINT (-122.434021921 37.790600503)","Pacific Heights","2","2025/09/30 04:15:17 AM","2025/10/01 05:21:39 AM"
"25VDR-00074","STOCKTON ST","BROADWAY","VALLEJO ST","Referral","Xia Zhang","628-221-1758","In front of Metropolitan Bank, 1355 Stockton St, San Francisco, CA 94133","09/03/2025","APPROVED","12210000","94133","08/27/2025","11/15/2025",,"628-221-1758",,,"6010217.36506","2118691.68522","37.79809942936","-122.40871348651",,"POINT (-122.40871348650973 37.79809942935547)","POINT (-122.408713487 37.798099429)","Chinatown","3","2025/09/04 04:12:17 AM","2025/09/05 05:14:16 AM"
"25VDR-00075","MISSION ST","08TH ST","LASKIE ST","Referral","MATTHEW SALAZAR","707-740-3081","1260 Mission St","09/04/2025","APPROVED","9103000","94103","09/04/2025","11/15/2026",,"707-740-3081",,,"6008639.99002","2111069.59401","37.77708254123","-122.41363229606",,"POINT (-122.41363229605616 37.77708254123235)","POINT (-122.413632296 37.777082541)","South of Market","6","2025/09/05 04:10:14 AM","2025/09/06 05:11:35 AM"
"25EXC-04393","CLAY ST","LOCUST ST",,"Excavation","Pacific Bell Telephone Company","209-595-6470","A059H81","09/10/2025","ACTIVE","26940000","0","10/06/2025","11/01/2025",,"415-570-0767","Gabriel Howell",,"5997603.28212","2115433.03749","37.78843748039","-122.45212643682",,"POINT (-122.45212643682476 37.78843748038524)","POINT (-122.452126437 37.78843748)","Presidio Heights","2","2025/10/23 04:19:00 AM","2025/10/24 05:18:38 AM"
"25EXC-04367","BRITTON ST","LELAND AVE","VISITACION AVE","Excavation","Pacific Gas & Electric","5102920681","47245099 - 46 BRITTON ST - D#LK 131463092","09/04/2025","ACTIVE","3135000","94134","10/01/2025","11/27/2025",,"800-pge-5000","Don Doan",,"6008561.0578","2087829.90509","37.71326707488","-122.41226240289",,"POINT (-122.41226240288891 37.71326707488327)","POINT (-122.412262403 37.713267075)","Visitacion Valley","10","2025/09/30 04:15:17 AM","2025/10/01 05:21:39 AM"
"25EXC-04366","OFARRELL ST","JONES ST","LEAVENWORTH ST","Excavation","Pacific Gas & Electric","415-695-3500","#OCW AOC 579 OFARRELL ST SAN FRANCISCO - PM 47079441","09/04/2025","APPROVED","9729000","94102","09/22/2025","11/20/2025",,"800-pge-5000","Rich Rozzi",,"6008657.48634","2114202.60355","37.78568601849","-122.41379343813",,"POINT (-122.41379343812989 37.785686018488846)","POINT (-122.413793438 37.785686018)","Tenderloin","5","2025/09/05 04:10:14 AM","2025/09/06 05:11:35 AM"
"25EXC-04130","TUCKER AVE","RUTLAND ST","DELTA ST","Excavation","Pacific Gas & Electric","5102920681","179 Tucker Ave- 35650350","09/04/2025","APPROVED","12706000","94134","10/01/2025","11/29/2025",,"800-pge-5000",,,"6010117.09562","2088873.2786","37.71621915781","-122.40695766948",,"POINT (-122.40695766948218 37.716219157807906)","POINT (-122.406957669 37.716219158)","Visitacion Valley","10","2025/09/05 04:10:14 AM","2025/09/06 05:11:35 AM"
"25EXC-04373","GREEN ST","LAGUNA ST","BUCHANAN ST","Excavation","Pacific Gas & Electric","5102920681","1966-1968-1968A GREEN STREET - 35457518","09/04/2025","APPROVED","6472000","94123","10/01/2025","11/29/2025",,"800-pge-5000","Alastair Johns",,"6003712.95085","2118307.82512","37.7966789964","-122.43119323612",,"POINT (-122.43119323612359 37.79667899639635)","POINT (-122.431193236 37.796678996)","Marina","2","2025/09/05 04:10:14 AM","2025/09/06 05:11:35 AM"
"25EXC-04354","SLOAT BLVD","ARDENWOOD WAY","AVON WAY","Excavation","Pacific Gas & Electric","5102920681","35637872 - 58 SLOAT BLVD - / DR-ENCL_BROK_REPL","09/11/2025","APPROVED","11950203","94132","01/01/2026","01/29/2026",,"800-pge-5000","Jeffrey Ramirez",,"5991098.58297","2096027.86843","37.73478130094","-122.47321564748",,"POINT (-122.47321564748474 37.73478130094059)","POINT (-122.473215647 37.734781301)","West of Twin Peaks","7","2025/09/12 04:21:49 AM","2025/09/13 05:21:03 AM"
"25EXC-04402","LYON ST","HAIGHT ST","PAGE ST","Excavation","Pacific Gas & Electric","415-302-5805","EP 1230 HAIGHT ST SAN FRANCISCO","10/14/2025","APPROVED","8554000","94117","10/20/2025","11/17/2025",,"800-pge-5000","Kevin Johnson Jr.",,"6000371.09472","2109062.70051","37.77110432304","-122.44209282055",,"POINT (-122.44209282054695 37.77110432304147)","POINT (-122.442092821 37.771104323)","Haight Ashbury","5","2025/10/15 04:48:00 AM","2025/10/16 05:14:29 AM"
